record_id,date_time,city_zone,station_type,vehicles_charged,avg_charging_duration_minutes,energy_dispensed_kwh,grid_load_mw,renewable_energy_used_percent,peak_load_risk,hour,day_name,month,date,is_weekend,energy_per_vehicle,veh_z,energy_z,demand_score
1363,2024-02-26 18:00:00,West,Supercharger,10,63.5,111.83,442.54,23.5,High,18,Monday,February,2024-02-26,0,11.183,-0.35860195242091414,-0.676860117823921,-0.4859052185821169
1364,2024-02-26 19:00:00,West,Normal,21,109.7,276.59,249.2,66.5,Low,19,Monday,February,2024-02-26,0,13.17095238095238,1.2274032363447605,0.9876755534741152,1.1315121631965024
1365,2024-02-26 20:00:00,West,Normal,20,112.4,126.46,182.46,38.0,Medium,20,Monday,February,2024-02-26,0,6.3229999999999995,1.0832209464569718,-0.5290563009321374,0.43831004750132807
1366,2024-02-26 21:00:00,West,Supercharger,22,96.2,295.13,124.34,27.6,Low,21,Monday,February,2024-02-26,0,13.415,1.371585526232549,1.174981279049896,1.2929438273594878
1367,2024-02-26 22:00:00,Central,Fast,7,21.2,227.63,344.54,60.3,Low,22,Monday,February,2024-02-26,0,32.51857142857143,-0.79114882208428,0.4930429577788503,-0.27747211013902784
1368,2024-02-26 23:00:00,South,Normal,7,30.9,160.12,205.58,26.1,Low,23,Monday,February,2024-02-26,0,22.874285714285715,-0.79114882208428,-0.18899639139164262,-0.550287849807225
1369,2024-02-27 00:00:00,East,Normal,16,73.7,321.49,233.55,49.6,High,0,Tuesday,February,2024-02-27,0,20.093125,0.5064917869058174,1.4412908219936702,0.8804114009409585
1370,2024-02-27 01:00:00,West,Fast,24,42.0,192.44,375.74,72.7,Low,1,Tuesday,February,2024-02-27,0,8.018333333333333,1.659950106008126,0.13752577962287865,1.050980375454027
1371,2024-02-27 02:00:00,South,Supercharger,5,61.1,39.17,145.64,63.8,High,2,Tuesday,February,2024-02-27,0,7.8340000000000005,-1.0795134018598571,-1.4109288352099087,-1.2120795751998779
1372,2024-02-27 03:00:00,Central,Normal,18,69.6,106.31,447.04,13.2,High,3,Tuesday,February,2024-02-27,0,5.9061111111111115,0.7948563666813946,-0.7326275183189753,0.1838628126812466
1373,2024-02-27 04:00:00,Central,Fast,12,34.6,49.58,328.36,11.4,Low,4,Tuesday,February,2024-02-27,0,4.131666666666667,-0.07023737264533694,-1.3057587918849962,-0.5644459403412008
1374,2024-02-27 05:00:00,Central,Normal,15,93.4,212.11,320.95,40.3,Low,5,Tuesday,February,2024-02-27,0,14.140666666666668,0.36230949701802884,0.33624765783623384,0.3518847613453108
1375,2024-02-27 06:00:00,East,Fast,12,57.7,237.49,262.36,47.6,Medium,6,Tuesday,February,2024-02-27,0,19.790833333333335,-0.07023737264533694,0.592656466634147,0.19492016306645663
1376,2024-02-27 07:00:00,Central,Fast,21,106.4,310.27,233.96,35.9,Medium,7,Tuesday,February,2024-02-27,0,14.774761904761904,1.2274032363447605,1.327937518813505,1.2676169493322584
1377,2024-02-27 08:00:00,North,Fast,12,106.2,245.94,207.13,60.4,Low,8,Tuesday,February,2024-02-27,0,20.495,-0.07023737264533694,0.6780250416673369,0.22906759307973262
1378,2024-02-27 09:00:00,West,Normal,19,76.9,217.82,284.21,81.9,Low,9,Tuesday,February,2024-02-27,0,11.464210526315789,0.9390386565691832,0.3939345884207917,0.7209970293098266
1379,2024-02-27 10:00:00,Central,Supercharger,2,22.9,308.94,216.77,80.4,High,10,Tuesday,February,2024-02-27,0,154.47,-1.512060271523223,1.3145008081869793,-0.38143583963914196
1380,2024-02-27 11:00:00,North,Supercharger,24,83.0,299.04,355.37,8.1,High,11,Tuesday,February,2024-02-27,0,12.46,1.659950106008126,1.2144831877338929,1.4817633386984328
1381,2024-02-27 12:00:00,East,Fast,3,54.0,56.29,281.38,72.4,Medium,12,Tuesday,February,2024-02-27,0,18.763333333333332,-1.3678779816354343,-1.2379690713556821,-1.3159144175235333
1382,2024-02-27 13:00:00,East,Fast,8,38.1,348.57,144.87,22.9,Low,13,Tuesday,February,2024-02-27,0,43.57125,-0.6469665321964914,1.7148743736976688,0.2977698301611728
1383,2024-02-27 14:00:00,North,Fast,13,68.1,179.45,129.45,61.7,Medium,14,Tuesday,February,2024-02-27,0,13.803846153846154,0.07394491724245165,0.006290538240495129,0.04688316564166905
1384,2024-02-27 15:00:00,East,Normal,12,19.0,231.0,273.33,81.9,Medium,15,Tuesday,February,2024-02-27,0,19.25,-0.07023737264533694,0.5270893598926789,0.16869332036986942
1385,2024-02-27 16:00:00,East,Normal,21,23.3,193.26,272.6,50.3,High,16,Tuesday,February,2024-02-27,0,9.202857142857143,1.2274032363447605,0.14581006737757868,0.7947659687578877
1386,2024-02-27 17:00:00,North,Fast,8,38.4,195.92,481.06,79.0,Medium,17,Tuesday,February,2024-02-27,0,24.49,-0.6469665321964914,0.1726834886306302,-0.3191065238656427
1387,2024-02-27 18:00:00,West,Fast,3,112.2,52.97,120.25,31.3,Low,18,Tuesday,February,2024-02-27,0,17.656666666666666,-1.3678779816354343,-1.2715103339722726,-1.3293309225701697
1388,2024-02-27 19:00:00,East,Fast,7,23.0,216.82,230.23,16.7,Low,19,Tuesday,February,2024-02-27,0,30.974285714285713,-0.79114882208428,0.3838317984760355,-0.3211565738601537
1389,2024-02-27 20:00:00,South,Normal,19,87.4,173.18,496.64,26.2,Medium,20,Tuesday,February,2024-02-27,0,9.114736842105264,0.9390386565691832,-0.05705395471312625,0.5406016120562593
1390,2024-02-27 21:00:00,Central,Supercharger,5,73.3,285.38,86.19,27.6,Medium,21,Tuesday,February,2024-02-27,0,57.076,-1.0795134018598571,1.0764790770885226,-0.2171164102805052
1391,2024-02-27 22:00:00,East,Fast,12,79.0,30.24,259.8,35.9,Medium,22,Tuesday,February,2024-02-27,0,2.52,-0.07023737264533694,-1.5011467494165818,-0.642601123353835
1392,2024-02-27 23:00:00,South,Normal,5,94.1,279.47,465.89,18.0,Low,23,Tuesday,February,2024-02-27,0,55.894000000000005,-1.0795134018598571,1.0167715885150137,-0.2409994057099088
1393,2024-02-28 00:00:00,South,Fast,6,37.7,147.69,429.74,77.3,Medium,0,Wednesday,February,2024-02-28,0,24.615,-0.9353311119720685,-0.31457407040496266,-0.6870282953452261
1394,2024-02-28 01:00:00,Central,Supercharger,23,38.6,268.53,128.18,8.2,Low,1,Wednesday,February,2024-02-28,0,11.675217391304347,1.5157678161203376,0.9062470665193799,1.2719595162799546
1395,2024-02-28 02:00:00,South,Normal,8,106.0,286.89,331.32,44.5,High,2,Wednesday,February,2024-02-28,0,35.86125,-0.6469665321964914,1.0917342899051043,0.048513796644146956
1396,2024-02-28 03:00:00,South,Supercharger,21,36.6,226.62,65.36,38.7,Medium,3,Wednesday,February,2024-02-28,0,10.791428571428572,1.2274032363447605,0.48283913993464667,0.929577597780715
1397,2024-02-28 04:00:00,West,Supercharger,1,27.9,285.02,485.04,65.1,Medium,4,Wednesday,February,2024-02-28,0,285.02,-1.6562425614110114,1.0728420727084103,-0.5646087077632427
1398,2024-02-28 05:00:00,West,Supercharger,11,79.0,244.24,352.05,40.6,Low,5,Wednesday,February,2024-02-28,0,22.203636363636363,-0.21441966253312553,0.6608502987612515,0.13568832198462527
1399,2024-02-28 06:00:00,North,Fast,11,28.3,173.57,483.56,47.0,Medium,6,Wednesday,February,2024-02-28,0,15.77909090909091,-0.21441966253312553,-0.05311386663467146,-0.1498973441737439
1400,2024-02-28 07:00:00,East,Fast,12,58.2,127.22,301.41,65.7,Medium,7,Wednesday,February,2024-02-28,0,10.601666666666667,-0.07023737264533694,-0.5213781805741227,-0.25069369581685125
1401,2024-02-28 08:00:00,East,Normal,1,19.1,148.14,183.72,75.8,High,8,Wednesday,February,2024-02-28,0,148.14,-1.6562425614110114,-0.31002781492982245,-1.1177566628185358
1402,2024-02-28 09:00:00,East,Fast,1,27.4,326.64,275.27,56.1,Medium,9,Wednesday,February,2024-02-28,0,326.64,-1.6562425614110114,1.4933201902091646,-0.39641746076294093
1403,2024-02-28 10:00:00,West,Normal,3,47.5,85.27,448.01,52.0,High,10,Wednesday,February,2024-02-28,0,28.423333333333332,-1.3678779816354343,-0.9451902187566465,-1.1988028764839191
1404,2024-02-28 11:00:00,Central,Fast,6,70.6,280.05,391.13,63.5,High,11,Wednesday,February,2024-02-28,0,46.675000000000004,-0.9353311119720685,1.0226312066829721,-0.15214618451005218
1405,2024-02-28 12:00:00,East,Fast,5,88.0,96.42,421.3,50.0,Low,12,Wednesday,February,2024-02-28,0,19.284,-1.0795134018598571,-0.8325441108726145,-0.9807256854649601
1406,2024-02-28 13:00:00,Central,Supercharger,15,75.3,232.71,169.2,14.4,Low,13,Wednesday,February,2024-02-28,0,15.514000000000001,0.36230949701802884,0.5443651306982121,0.43513175049010216
1407,2024-02-28 14:00:00,South,Supercharger,6,69.4,33.36,56.34,25.0,Medium,14,Wednesday,February,2024-02-28,0,5.56,-0.9353311119720685,-1.4696260447889424,-1.149049085098818
1408,2024-02-28 15:00:00,North,Fast,18,95.7,248.27,448.65,53.1,Low,15,Wednesday,February,2024-02-28,0,13.79277777777778,0.7948563666813946,0.7015645422386191,0.7575396369042844
1409,2024-02-28 16:00:00,North,Fast,9,17.4,268.99,174.5,73.2,Low,16,Wednesday,February,2024-02-28,0,29.887777777777778,-0.5027842423087028,0.9108943498939681,0.0626871945723656
1410,2024-02-28 17:00:00,South,Fast,24,21.1,281.8,232.87,30.4,Low,17,Wednesday,February,2024-02-28,0,11.741666666666667,1.659950106008126,1.0403110890862954,1.4120944992393938
1411,2024-02-28 18:00:00,East,Fast,10,65.0,223.58,339.24,64.4,Medium,18,Wednesday,February,2024-02-28,0,22.358,-0.35860195242091414,0.45212665850258776,-0.034310508051513366
1412,2024-02-28 19:00:00,South,Normal,17,57.4,298.03,99.72,71.6,Medium,19,Wednesday,February,2024-02-28,0,17.531176470588235,0.650674076793606,1.2042793698896888,0.8721161940320391
1413,2024-02-28 20:00:00,Central,Normal,15,55.4,196.37,386.0,17.4,High,20,Wednesday,February,2024-02-28,0,13.091333333333333,0.36230949701802884,0.1772297441057707,0.28827759585312557
1414,2024-02-28 21:00:00,Central,Fast,21,40.3,55.38,66.74,77.3,Medium,21,Wednesday,February,2024-02-28,0,2.6371428571428575,1.2274032363447605,-1.2471626102054103,0.23757689772469215
1415,2024-02-28 22:00:00,South,Fast,18,79.9,27.26,228.26,44.8,Low,22,Wednesday,February,2024-02-28,0,1.5144444444444445,0.7948563666813946,-1.5312530634519554,-0.13558740537194547
1416,2024-02-28 23:00:00,East,Normal,3,67.9,264.26,292.94,44.8,Low,23,Wednesday,February,2024-02-28,0,88.08666666666666,-1.3678779816354343,0.863108153455271,-0.4754835275991521
1417,2024-02-29 00:00:00,South,Normal,13,48.6,197.05,62.11,49.8,Low,0,Thursday,February,2024-02-29,0,15.157692307692308,0.07394491724245165,0.184099641268205,0.118006806852753
1418,2024-02-29 01:00:00,East,Normal,8,93.7,89.69,437.34,41.6,Low,1,Thursday,February,2024-02-29,0,11.21125,-0.6469665321964914,-0.900535887200824,-0.7483942741982244
1419,2024-02-29 02:00:00,East,Fast,9,66.3,328.75,54.3,68.1,Low,2,Thursday,February,2024-02-29,0,36.52777777777778,-0.5027842423087028,1.5146370769926003,0.3041842854118185
1420,2024-02-29 03:00:00,East,Normal,17,81.5,200.74,348.48,35.1,High,3,Thursday,February,2024-02-29,0,11.808235294117647,0.650674076793606,0.22137893616435547,0.4789560205419058
1421,2024-02-29 04:00:00,West,Normal,9,47.6,294.73,87.85,35.3,Medium,4,Thursday,February,2024-02-29,0,32.74777777777778,-0.5027842423087028,1.1709401630719936,0.1667055198435758
1422,2024-02-29 05:00:00,North,Fast,16,72.1,233.89,296.11,34.9,Medium,5,Thursday,February,2024-02-29,0,14.618125,0.5064917869058174,0.5562864228330242,0.5264096412767001
1423,2024-02-29 06:00:00,East,Normal,15,59.2,245.71,216.46,40.4,Medium,6,Thursday,February,2024-02-29,0,16.380666666666666,0.36230949701802884,0.6757013999800431,0.4876662582028345
1424,2024-02-29 07:00:00,East,Fast,1,18.0,237.12,145.22,79.3,Low,7,Thursday,February,2024-02-29,0,237.12,-1.6562425614110114,0.588918434354587,-0.758178163104772
1425,2024-02-29 08:00:00,Central,Fast,1,21.1,291.19,155.34,36.1,Low,8,Thursday,February,2024-02-29,0,291.19,-1.6562425614110114,1.1351762866675563,-0.5396750221795843
1426,2024-02-29 09:00:00,North,Normal,1,27.9,138.12,362.92,14.8,Low,9,Thursday,February,2024-02-29,0,138.12,-1.6562425614110114,-0.4112577701762797,-1.1582486449171188
1427,2024-02-29 10:00:00,West,Fast,4,79.4,55.55,400.99,75.8,Low,10,Thursday,February,2024-02-29,0,13.8875,-1.2236956917476458,-1.2454451359148015,-1.232395469414508
1428,2024-02-29 11:00:00,North,Fast,22,72.4,241.0,407.23,43.1,High,11,Thursday,February,2024-02-29,0,10.954545454545455,1.371585526232549,0.6281172593402412,1.0741982194756257
1429,2024-02-29 12:00:00,North,Supercharger,19,103.2,225.48,414.21,34.1,Low,12,Thursday,February,2024-02-29,0,11.867368421052632,0.9390386565691832,0.4713219593976244,0.7519519777005597
1430,2024-02-29 13:00:00,East,Supercharger,14,15.9,336.89,105.16,67.7,High,13,Thursday,February,2024-02-29,0,24.06357142857143,0.21812720713024025,1.596873787142916,0.7696258391353106
1431,2024-02-29 14:00:00,North,Fast,14,30.0,109.66,304.81,81.4,Medium,14,Thursday,February,2024-02-29,0,7.832857142857143,0.21812720713024025,-0.698783172004042,-0.14863694452347267
1432,2024-02-29 15:00:00,Central,Normal,22,33.2,134.47,387.58,57.7,Low,15,Thursday,February,2024-02-29,0,6.112272727272727,1.371585526232549,-0.44813295347464,0.6436981343496733
1433,2024-02-29 16:00:00,North,Fast,14,18.2,95.88,443.64,32.3,High,16,Thursday,February,2024-02-29,0,6.848571428571428,0.21812720713024025,-0.837999617442783,-0.20432352269896906
1434,2024-02-29 17:00:00,South,Normal,22,70.9,152.34,196.97,51.5,Low,17,Thursday,February,2024-02-29,0,6.924545454545455,1.371585526232549,-0.2675960971618461,0.7159128768747909
1435,2024-02-29 18:00:00,North,Fast,1,115.5,135.45,464.53,69.9,Low,18,Thursday,February,2024-02-29,0,135.45,-1.6562425614110114,-0.438232219328779,-1.1690384245781185
1436,2024-02-29 19:00:00,West,Normal,19,84.6,109.95,93.68,7.3,Low,19,Thursday,February,2024-02-29,0,5.786842105263158,0.9390386565691832,-0.6958533629200627,0.28508184877348475
1437,2024-02-29 20:00:00,East,Normal,24,97.1,301.14,215.19,51.0,High,20,Thursday,February,2024-02-29,0,12.5475,1.659950106008126,1.2356990466178808,1.490249682252028
1438,2024-02-29 21:00:00,Central,Fast,3,43.8,256.28,171.07,65.9,Low,21,Thursday,February,2024-02-29,0,85.42666666666666,-1.3678779816354343,0.782487889696116,-0.5077316331028141
1439,2024-02-29 22:00:00,Central,Fast,4,41.7,211.69,495.13,43.5,High,22,Thursday,February,2024-02-29,0,52.9225,-1.2236956917476458,0.33200448605943605,-0.6014156206248131
1440,2024-02-29 23:00:00,West,Fast,2,93.6,19.5,211.99,58.6,Low,23,Thursday,February,2024-02-29,0,9.75,-1.512060271523223,-1.6096507134232636,-1.5510964482832392
1441,2024-03-01 00:00:00,West,Supercharger,1,39.9,107.82,383.48,77.7,High,0,Friday,March,2024-03-01,0,107.82,-1.6562425614110114,-0.7173723055023935,-1.2806944590475642
1442,2024-03-01 01:00:00,West,Normal,10,87.3,196.89,131.32,46.9,Low,1,Friday,March,2024-03-01,0,19.689,-0.35860195242091414,0.18248319487704376,-0.14216789350173098
1443,2024-03-01 02:00:00,South,Normal,18,109.9,89.79,412.94,61.7,High,2,Friday,March,2024-03-01,0,4.988333333333333,0.7948563666813946,-0.8995256082063482,0.11710357672629745
1444,2024-03-01 03:00:00,West,Fast,12,22.8,294.34,497.38,15.6,High,3,Friday,March,2024-03-01,0,24.528333333333332,-0.07023737264533694,1.1670000749935383,0.42465760641021316
1445,2024-03-01 04:00:00,South,Fast,9,50.3,270.75,221.29,67.5,High,4,Friday,March,2024-03-01,0,30.083333333333332,-0.5027842423087028,0.928675260196739,0.06979955869347398
1446,2024-03-01 05:00:00,West,Fast,15,109.6,236.75,236.91,46.2,High,5,Friday,March,2024-03-01,0,15.783333333333333,0.36230949701802884,0.5851804020750272,0.4514578590408282
1447,2024-03-01 06:00:00,South,Normal,12,111.6,231.36,124.56,24.1,Low,6,Friday,March,2024-03-01,0,19.28,-0.07023737264533694,0.5307263642727913,0.17014812212191438
1448,2024-03-01 07:00:00,Central,Fast,24,15.5,90.1,244.0,73.7,Low,7,Friday,March,2024-03-01,0,3.7541666666666664,1.659950106008126,-0.8963937433234739,0.637412566275486
1449,2024-03-01 08:00:00,Central,Normal,3,18.7,272.18,151.21,31.4,Low,8,Friday,March,2024-03-01,0,90.72666666666667,-1.3678779816354343,0.9431222498177405,-0.4434778890541643
1450,2024-03-01 09:00:00,North,Normal,15,115.2,204.96,498.59,17.2,Low,9,Friday,March,2024-03-01,0,13.664,0.36230949701802884,0.26401270973122676,0.322990782103308
1451,2024-03-01 10:00:00,North,Normal,11,107.6,194.46,301.55,6.5,Low,10,Friday,March,2024-03-01,0,17.67818181818182,-0.21441966253312553,0.15793341531128632,-0.06547843139536079
1452,2024-03-01 11:00:00,East,Fast,22,107.0,196.0,93.78,34.2,Low,11,Friday,March,2024-03-01,0,8.909090909090908,1.371585526232549,0.17349171182621084,0.8923480004700136
1453,2024-03-01 12:00:00,East,Normal,21,84.2,40.86,255.82,33.7,Low,12,Friday,March,2024-03-01,0,1.9457142857142857,1.2274032363447605,-1.3938551202032707,0.17889989372554793
1454,2024-03-01 13:00:00,West,Supercharger,10,24.4,140.72,307.82,10.8,Medium,13,Friday,March,2024-03-01,0,14.072,-0.35860195242091414,-0.38499051631991354,-0.3691573779805139
1455,2024-03-01 14:00:00,South,Normal,11,114.5,331.27,62.17,44.5,Medium,14,Friday,March,2024-03-01,0,30.115454545454543,-0.21441966253312553,1.540096107653386,0.48738664554147904
1456,2024-03-01 15:00:00,Central,Normal,4,88.7,317.44,119.48,43.2,Medium,15,Friday,March,2024-03-01,0,79.36,-1.2236956917476458,1.4003745227174074,-0.17406760596162452
1457,2024-03-01 16:00:00,South,Normal,13,77.6,54.3,265.39,8.3,Medium,16,Friday,March,2024-03-01,0,4.176923076923076,0.07394491724245165,-1.258073623345747,-0.4588624989928278
1458,2024-03-01 17:00:00,Central,Fast,16,62.6,293.52,82.23,39.6,Medium,17,Friday,March,2024-03-01,0,18.345,0.5064917869058174,1.1587157872388383,0.7673813870390258
1459,2024-03-01 18:00:00,East,Normal,23,91.4,280.49,291.33,15.3,Low,18,Friday,March,2024-03-01,0,12.195217391304348,1.5157678161203376,1.0270764342586647,1.3202912633756685
1460,2024-03-01 19:00:00,North,Fast,16,70.7,170.42,220.81,45.3,Low,19,Friday,March,2024-03-01,0,10.65125,0.5064917869058174,-0.08493765496065364,0.26992001015922895
1461,2024-03-01 20:00:00,East,Fast,7,72.8,289.29,107.93,62.3,Low,20,Friday,March,2024-03-01,0,41.32714285714286,-0.79114882208428,1.1159809857725198,-0.02829689894156001
1462,2024-03-01 21:00:00,South,Fast,2,105.7,235.19,432.3,58.7,High,21,Friday,March,2024-03-01,0,117.595,-1.512060271523223,0.5694200497612074,-0.6794681430094507
1463,2024-03-01 22:00:00,South,Supercharger,2,98.8,181.83,173.9,9.2,High,22,Friday,March,2024-03-01,0,90.915,-1.512060271523223,0.030335178309015196,-0.8951020915903276
1464,2024-03-01 23:00:00,North,Fast,11,37.2,160.27,69.87,59.8,High,23,Friday,March,2024-03-01,0,14.57,-0.21441966253312553,-0.18748097289992913,-0.20364418667984696
1465,2024-03-02 00:00:00,South,Normal,4,101.7,288.89,314.03,15.4,Low,0,Saturday,March,2024-03-02,1,72.2225,-1.2236956917476458,1.1119398697946168,-0.28944146713074076
1466,2024-03-02 01:00:00,West,Normal,8,72.1,201.44,303.66,28.1,Low,1,Saturday,March,2024-03-02,1,25.18,-0.6469665321964914,0.2284508891256847,-0.29679956366762095
1467,2024-03-02 02:00:00,South,Fast,8,20.5,48.82,325.34,69.8,Low,2,Saturday,March,2024-03-02,1,6.1025,-0.6469665321964914,-1.3134369122430112,-0.9135546842150992
1468,2024-03-02 03:00:00,South,Normal,9,60.4,174.5,493.33,67.2,High,3,Saturday,March,2024-03-02,1,19.38888888888889,-0.5027842423087028,-0.04371827198604809,-0.3191578541796409
1469,2024-03-02 04:00:00,East,Normal,14,66.6,328.25,87.02,17.3,High,4,Saturday,March,2024-03-02,1,23.446428571428573,0.21812720713024025,1.5095856820202223,0.7347105970862331
1470,2024-03-02 05:00:00,South,Fast,23,19.2,118.11,485.96,52.2,Low,5,Saturday,March,2024-03-02,1,5.135217391304348,1.5157678161203376,-0.6134145969708519,0.6640948508838618
1471,2024-03-02 06:00:00,North,Fast,2,89.4,110.89,415.12,35.1,Low,6,Saturday,March,2024-03-02,1,55.445,-1.512060271523223,-0.6863567403719919,-1.1817788590627305
1472,2024-03-02 07:00:00,North,Fast,13,48.7,273.78,251.79,32.8,Low,7,Saturday,March,2024-03-02,1,21.06,0.07394491724245165,0.9592867137293501,0.4280816358372111
1473,2024-03-02 08:00:00,West,Supercharger,4,73.9,333.11,242.35,40.0,Low,8,Saturday,March,2024-03-02,1,83.2775,-1.2236956917476458,1.5586852411517376,-0.11074331858789244
1474,2024-03-02 09:00:00,South,Fast,24,33.4,348.7,93.41,82.6,Low,9,Saturday,March,2024-03-02,1,14.529166666666667,1.659950106008126,1.716187736390487,1.6824451581610704
1475,2024-03-02 10:00:00,East,Normal,14,103.4,25.03,130.74,12.3,High,10,Saturday,March,2024-03-02,1,1.787857142857143,0.21812720713024025,-1.5537822850287617,-0.49063658973336066
1476,2024-03-02 11:00:00,East,Supercharger,19,99.8,55.68,362.49,14.3,Medium,11,Saturday,March,2024-03-02,1,2.9305263157894736,0.9390386565691832,-1.2441317732219832,0.06577048465271657
1477,2024-03-02 12:00:00,South,Normal,8,41.8,311.73,186.31,15.1,High,12,Saturday,March,2024-03-02,1,38.96625,-0.6469665321964914,1.3426875921328494,0.14889511753524493
1478,2024-03-02 13:00:00,East,Normal,3,40.0,233.78,258.88,16.2,Low,13,Saturday,March,2024-03-02,1,77.92666666666666,-1.3678779816354343,0.5551751159391012,-0.59865674260562
1479,2024-03-02 14:00:00,North,Normal,11,44.4,30.62,118.37,45.4,Low,14,Saturday,March,2024-03-02,1,2.7836363636363637,-0.21441966253312553,-1.4973076892375743,-0.7275748732149051
1480,2024-03-02 15:00:00,East,Fast,2,97.9,282.8,428.83,34.4,Medium,15,Saturday,March,2024-03-02,1,141.4,-1.512060271523223,1.0504138790310518,-0.48707061130151297
1481,2024-03-02 16:00:00,East,Fast,23,108.0,214.96,226.47,30.7,Low,16,Saturday,March,2024-03-02,1,9.34608695652174,1.5157678161203376,0.36504060917878906,1.0554769333437182
1482,2024-03-02 17:00:00,West,Normal,24,37.4,72.1,493.52,82.7,Low,17,Saturday,March,2024-03-02,1,3.0041666666666664,1.659950106008126,-1.078243962329086,0.5646724786732411
1483,2024-03-02 18:00:00,West,Supercharger,13,40.0,91.99,493.14,36.8,Low,18,Saturday,March,2024-03-02,1,7.076153846153845,0.07394491724245165,-0.8772994703278847,-0.3065528377856829
1484,2024-03-02 19:00:00,Central,Normal,11,86.6,143.9,64.85,44.1,Low,19,Saturday,March,2024-03-02,1,13.081818181818182,-0.21441966253312553,-0.35286364429558864,-0.2697972552381108
1485,2024-03-02 20:00:00,North,Supercharger,3,26.8,115.64,116.96,29.4,High,20,Saturday,March,2024-03-02,1,38.54666666666667,-1.3678779816354343,-0.6383684881343997,-1.0760741842350203
1486,2024-03-02 21:00:00,North,Fast,11,111.8,42.55,410.51,35.4,Low,21,Saturday,March,2024-03-02,1,3.8681818181818177,-0.21441966253312553,-1.3767814051966327,-0.6793643595985285
1487,2024-03-02 22:00:00,East,Normal,20,118.1,83.96,120.17,17.0,Low,22,Saturday,March,2024-03-02,1,4.1979999999999995,1.0832209464569718,-0.9584248735842772,0.2665626184404722
1488,2024-03-02 23:00:00,North,Normal,13,104.8,337.41,421.89,59.4,High,23,Saturday,March,2024-03-02,1,25.954615384615387,0.07394491724245165,1.6021272379141895,0.6852178455111468
1489,2024-03-03 00:00:00,North,Normal,11,87.6,127.23,249.7,79.2,Medium,0,Sunday,March,2024-03-03,1,11.566363636363636,-0.21441966253312553,-0.521277152674675,-0.33716265858974537
1490,2024-03-03 01:00:00,East,Fast,20,16.1,63.83,389.59,29.1,Low,1,Sunday,March,2024-03-03,1,3.1915,1.0832209464569718,-1.16179403517222,0.18521495380529507
1491,2024-03-03 02:00:00,Central,Normal,19,24.0,326.5,469.93,61.4,Low,2,Sunday,March,2024-03-03,1,17.18421052631579,0.9390386565691832,1.4919057996168987,1.1601855137882695
1492,2024-03-03 03:00:00,East,Supercharger,18,24.7,17.58,431.78,83.6,Low,3,Sunday,March,2024-03-03,1,0.9766666666666666,0.7948563666813946,-1.6290480701171954,-0.17470540803804147
1493,2024-03-03 04:00:00,West,Normal,23,62.7,342.07,378.87,41.5,Medium,4,Sunday,March,2024-03-03,1,14.872608695652174,1.5157678161203376,1.6492062390567532,1.5691431852949038
1494,2024-03-03 05:00:00,West,Supercharger,12,75.6,75.79,180.7,81.1,Low,5,Sunday,March,2024-03-03,1,6.315833333333334,-0.07023737264533694,-1.0409646674329354,-0.4585282905603763
1495,2024-03-03 06:00:00,East,Normal,7,69.7,157.74,78.64,23.8,High,6,Sunday,March,2024-03-03,1,22.534285714285716,-0.79114882208428,-0.2130410314601624,-0.559905705834633
1496,2024-03-03 07:00:00,South,Normal,22,56.1,313.99,340.61,66.3,Low,7,Sunday,March,2024-03-03,1,14.272272727272728,1.371585526232549,1.3655198974079985,1.3691592747027288
1497,2024-03-03 08:00:00,South,Fast,2,85.7,265.89,310.1,82.6,Low,8,Sunday,March,2024-03-03,1,132.945,-1.512060271523223,0.8795757010652236,-0.5554058824878443
1498,2024-03-03 09:00:00,West,Fast,18,60.9,189.14,480.29,22.2,Low,9,Sunday,March,2024-03-03,1,10.507777777777777,0.7948563666813946,0.10418657280518297,0.51858844913091
1499,2024-03-03 10:00:00,Central,Normal,12,112.3,178.07,222.37,27.3,Low,10,Sunday,March,2024-03-03,1,14.839166666666666,-0.07023737264533694,-0.007651311883268422,-0.04520294834050954
1500,2024-03-03 11:00:00,Central,Normal,24,30.6,167.88,358.34,36.9,Low,11,Sunday,March,2024-03-03,1,6.995,1.659950106008126,-0.11059874142033438,0.9517305670367419
1501,2024-03-03 12:00:00,North,Normal,13,26.6,159.7,219.75,36.4,Low,12,Sunday,March,2024-03-03,1,12.284615384615384,0.07394491724245165,-0.1932395631684404,-0.03292887492190517
1502,2024-03-03 13:00:00,South,Normal,7,19.2,320.26,333.19,39.1,Low,13,Sunday,March,2024-03-03,1,45.75142857142857,-0.79114882208428,1.4288643903616198,0.09685646289408001
1503,2024-03-03 14:00:00,South,Fast,11,49.5,46.18,127.79,59.9,Low,14,Sunday,March,2024-03-03,1,4.198181818181818,-0.21441966253312553,-1.3401082776971673,-0.6646951085987423
1504,2024-03-03 15:00:00,East,Fast,13,26.4,73.89,114.75,84.5,Low,15,Sunday,March,2024-03-03,1,5.6838461538461535,0.07394491724245165,-1.0601599683279723,-0.37969703698571794
1505,2024-03-03 16:00:00,South,Normal,13,32.5,74.49,368.46,50.7,Medium,16,Sunday,March,2024-03-03,1,5.7299999999999995,0.07394491724245165,-1.0540982943611186,-0.37727236739897646
